spec,lemma,best_avg_acc,sense1,sense2
[0],market,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266136.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266136.008
[0],section,0.8603,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1288470.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1288470.011
[0],practice,0.8488000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280076.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280076.009
[0],report,0.7893999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284331.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284331.008
[0],concern,0.8027000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235108.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235108.007
[0],double,0.8560000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241648.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241648.025
[0],file,0.7765000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247009.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247009.001
[0],total,0.8962,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299553.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299553.004
[0],say,0.8415000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287486.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287486.008
[0],review,0.8492999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284795.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284795.008
[0],shop,0.9448000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290155.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290168.001
[0],close,0.8291999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233814.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233815.001
[0],fish,0.9240999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247347.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247347.007
[0],grant,0.7746999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251908.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251908.004
[0],train,0.7444000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299837.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299837.001
[0],column,0.6469000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234609.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234609.001
[0],post,0.9237,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279744.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279744.011
[0],glance,0.7687000000000002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250995.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250995.006
[0],list,0.7848,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263771.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263771.007
[0],watch,0.7583,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305222.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305222.010
[0],order,0.9473,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273820.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273820.032
[0],will,0.994,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306429.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307187.002
[0],press,0.6446999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280512.025,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280512.001
[0],standard,0.8099000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293805.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293805.016
[0],advance,0.6040000000000002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220079.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220080.001
[0],stem,0.7004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294191.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294191.012
[0],meet,0.899,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266934.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266936.001
[0],go,0.8591000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251252.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251252.023
[0],issue,0.8149,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259315.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259315.009
[0],house,0.9892,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255965.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256034.001
[0],stain,0.8442000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293748.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293748.004
[0],activity,0.736,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219809.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219809.006
[0],challenge,0.7345,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231967.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231967.013
[0],wood,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306904.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306904.005
[0],wave,0.9297000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305390.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305390.001
[0],sign,0.704,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290621.016,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290621.001
[0],present,0.7303,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280476.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280475.003
[0],tear,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297381.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297382.001
[1],race,0.8503999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282615.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282614.012
[1],study,0.7121999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295106.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295106.015
[1],note,0.7337,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272172.013,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272172.001
[1],witness,0.8837999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306793.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306793.008
[1],dry,0.6882999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242243.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242243.018
[1],place,0.7415,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278491.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278491.024
[1],continue,0.7032999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235657.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235657.006
[1],mean,0.8187,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266763.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266773.001
[1],complete,0.7903999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234960.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234960.001
[1],spot,0.6942000000000002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293414.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293414.015
[1],measure,0.722,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266792.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266792.024
[1],head,0.7957,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253938.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253938.048
[1],touch,0.6527000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299578.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299578.023
[1],art,0.7188999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223070.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223070.004
[1],direct,0.7767999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240564.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240564.013
[1],record,0.7614000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.009
[1],can,0.9023,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230339.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236433.001
[1],hand,0.705,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253370.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253370.023
[1],rule,0.7213,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286231.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286231.010
[1],protest,0.7729000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281311.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281311.001
[1],fit,0.599,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247403.015,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247403.012
[1],approach,0.7948000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222560.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222560.001
[1],drop,0.726,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242150.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242150.024
[1],check,0.7626999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232322.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232323.001
[1],late,0.8156000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262336.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262336.002
[1],bar,0.7088,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1224811.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1224811.034
[1],name,0.7694,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270390.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270390.005
[1],bad,0.9244,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1224396.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307169.002
[1],tone,0.6978000000000002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299292.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299292.008
[1],fire,0.7036,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247191.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247191.010
[1],force,0.9574999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248351.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248351.015
[1],transfer,0.9279999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299918.010,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299918.001
[1],authority,0.8028000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223888.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223888.004
[1],own,0.734,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1274748.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1274748.004
[1],range,0.9326000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282974.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282974.026
[1],subject,0.9912000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295267.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295267.016
[1],block,0.7929,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1227187.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1227187.026
[1],market,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266136.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266136.008
[1],section,0.8229999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1288470.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1288470.011
[1],practice,0.8100999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280076.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280076.009
[1],report,0.7518,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284331.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284331.008
[1],concern,0.8067,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235108.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235108.007
[1],double,0.7701,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241648.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241648.025
[1],file,0.7546,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247009.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247009.001
[1],total,0.9581999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299553.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299553.004
[1],say,0.8393,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287486.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287486.008
[1],review,0.8396000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284795.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284795.008
[1],shop,0.9625999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290155.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290168.001
[1],close,0.8623999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233814.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233815.001
[1],fish,0.8861000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247347.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247347.007
[1],grant,0.7875,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251908.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251908.004
[1],train,0.6752,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299837.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299837.001
[1],column,0.6748000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234609.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234609.001
[1],post,0.8863000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279744.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279744.011
[1],glance,0.6940000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250995.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250995.006
[1],list,0.7621999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263771.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263771.007
[1],watch,0.7423,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305222.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305222.010
[1],order,0.9633,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273820.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273820.032
[1],will,0.9978,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306429.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307187.002
[1],press,0.7128,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280512.025,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280512.001
[1],standard,0.7616,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293805.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293805.016
[1],advance,0.6193,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220079.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220080.001
[1],stem,0.6960999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294191.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294191.012
[1],meet,0.9389000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266934.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266936.001
[1],go,0.8614,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251252.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251252.023
[1],issue,0.7739,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259315.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259315.009
[1],house,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255965.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256034.001
[1],stain,0.8207000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293748.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293748.004
[1],activity,0.7721,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219809.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219809.006
[1],challenge,0.7163999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231967.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231967.013
[1],wood,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306904.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306904.005
[1],wave,0.8928,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305390.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305390.001
[1],sign,0.6698,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290621.016,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290621.001
[1],present,0.7199000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280476.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280475.003
[1],tear,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297381.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297382.001
[2],race,0.9612999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282615.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282614.012
[2],study,0.7581,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295106.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295106.015
[2],note,0.6912,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272172.013,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272172.001
[2],witness,0.7821999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306793.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306793.008
[2],dry,0.6919,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242243.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242243.018
[2],place,0.7369,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278491.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278491.024
[2],continue,0.7257,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235657.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235657.006
[2],mean,0.8200999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266763.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266773.001
[2],complete,0.8385999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234960.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234960.001
[2],spot,0.7935000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293414.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293414.015
[2],measure,0.7746000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266792.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266792.024
[2],head,0.7870999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253938.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253938.048
[2],touch,0.7295,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299578.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299578.023
[2],art,0.7984000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223070.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223070.004
[2],direct,0.7344999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240564.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240564.013
[2],record,0.6977999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.009
[2],can,0.9112,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230339.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236433.001
[2],hand,0.7005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253370.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253370.023
[2],rule,0.72,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286231.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286231.010
[2],protest,0.7324999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281311.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281311.001
[2],fit,0.6,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247403.015,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247403.012
[2],approach,0.7607000000000002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222560.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222560.001
[2],drop,0.7987,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242150.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242150.024
